country,date,accumulated_confirmed,increase_of_confirmed
Sweden,2020-03-13,814,215
Sweden,2020-03-14,961,147
Sweden,2020-03-15,1022,61
Sweden,2020-03-16,1103,81
Sweden,2020-03-17,1190,87
Sweden,2020-03-18,1279,89
Sweden,2020-03-19,1439,160
Sweden,2020-03-20,1639,200
Sweden,2020-03-21,1763,124
Sweden,2020-03-22,1934,171
Sweden,2020-03-23,2046,112
Sweden,2020-03-24,2286,240
Sweden,2020-03-25,2526,240
Sweden,2020-03-26,2840,314
Sweden,2020-03-27,3069,229
Switzerland,2020-03-01,27,0
Switzerland,2020-03-02,42,15
Switzerland,2020-03-03,56,14
Switzerland,2020-03-04,90,34
Switzerland,2020-03-05,114,24
Switzerland,2020-03-06,214,100
Switzerland,2020-03-07,268,54
Switzerland,2020-03-08,337,69
Switzerland,2020-03-09,374,37
Switzerland,2020-03-10,491,117
Switzerland,2020-03-11,652,161
Switzerland,2020-03-12,652,0
Switzerland,2020-03-13,1139,487
Switzerland,2020-03-14,1359,220
Switzerland,2020-03-15,2200,841
Switzerland,2020-03-16,2200,0
Switzerland,2020-03-17,2700,500
Switzerland,2020-03-18,3028,328
Switzerland,2020-03-19,4075,1047
Switzerland,2020-03-20,5294,1219
Switzerland,2020-03-21,6575,1281
Switzerland,2020-03-22,7474,899
Switzerland,2020-03-23,8795,1321
Switzerland,2020-03-24,9877,1082
Switzerland,2020-03-25,10897,1020
Switzerland,2020-03-26,11811,914
Switzerland,2020-03-27,12928,1117
Syria,2020-03-01,0,0
Syria,2020-03-02,0,0
Syria,2020-03-03,0,0
Syria,2020-03-04,0,0
Syria,2020-03-05,0,0
Syria,2020-03-06,0,0
Syria,2020-03-07,0,0
Syria,2020-03-08,0,0
Syria,2020-03-09,0,0
Syria,2020-03-10,0,0
Syria,2020-03-11,0,0
Syria,2020-03-12,0,0
Syria,2020-03-13,0,0
Syria,2020-03-14,0,0
Syria,2020-03-15,0,0
Syria,2020-03-16,0,0
Syria,2020-03-17,0,0
Syria,2020-03-18,0,0
Syria,2020-03-19,0,0
Syria,2020-03-20,0,0
Syria,2020-03-21,0,0
Syria,2020-03-22,1,1
Syria,2020-03-23,1,0
Syria,2020-03-24,1,0
Syria,2020-03-25,5,4
Syria,2020-03-26,5,0
Syria,2020-03-27,5,0
Taiwan*,2020-03-01,40,0
Taiwan*,2020-03-02,41,1
Taiwan*,2020-03-03,42,1
Taiwan*,2020-03-04,42,0
Taiwan*,2020-03-05,44,2
Taiwan*,2020-03-06,45,1
Taiwan*,2020-03-07,45,0
Taiwan*,2020-03-08,45,0
Taiwan*,2020-03-09,45,0
Taiwan*,2020-03-10,47,2
Taiwan*,2020-03-11,48,1
Taiwan*,2020-03-12,49,1
Taiwan*,2020-03-13,50,1
Taiwan*,2020-03-14,53,3
Taiwan*,2020-03-15,59,6
Taiwan*,2020-03-16,67,8
Taiwan*,2020-03-17,77,10
Taiwan*,2020-03-18,100,23
Taiwan*,2020-03-19,108,8
Taiwan*,2020-03-20,135,27
Taiwan*,2020-03-21,153,18
Taiwan*,2020-03-22,169,16
Taiwan*,2020-03-23,195,26
Taiwan*,2020-03-24,215,20
Taiwan*,2020-03-25,235,20
Taiwan*,2020-03-26,252,17
Taiwan*,2020-03-27,267,15
Tanzania,2020-03-01,0,0
Tanzania,2020-03-02,0,0
Tanzania,2020-03-03,0,0
Tanzania,2020-03-04,0,0
Tanzania,2020-03-05,0,0
Tanzania,2020-03-06,0,0
Tanzania,2020-03-07,0,0
Tanzania,2020-03-08,0,0
Tanzania,2020-03-09,0,0
Tanzania,2020-03-10,0,0
Tanzania,2020-03-11,0,0
Tanzania,2020-03-12,0,0
Tanzania,2020-03-13,0,0
Tanzania,2020-03-14,0,0
Tanzania,2020-03-15,0,0
Tanzania,2020-03-16,1,1
Tanzania,2020-03-17,1,0
Tanzania,2020-03-18,3,2
Tanzania,2020-03-19,6,3
Tanzania,2020-03-20,6,0
Tanzania,2020-03-21,6,0
Tanzania,2020-03-22,12,6
Tanzania,2020-03-23,12,0
Tanzania,2020-03-24,12,0
Tanzania,2020-03-25,12,0
Tanzania,2020-03-26,13,1
Tanzania,2020-03-27,13,0
Thailand,2020-03-01,42,0
Thailand,2020-03-02,43,1
Thailand,2020-03-03,43,0
Thailand,2020-03-04,43,0
Thailand,2020-03-05,47,4
Thailand,2020-03-06,48,1
Thailand,2020-03-07,50,2
Thailand,2020-03-08,50,0
Thailand,2020-03-09,50,0
Thailand,2020-03-10,53,3
Thailand,2020-03-11,59,6
Thailand,2020-03-12,70,11
Thailand,2020-03-13,75,5
Thailand,2020-03-14,82,7
Thailand,2020-03-15,114,32
Thailand,2020-03-16,147,33
Thailand,2020-03-17,177,30
Thailand,2020-03-18,212,35
Thailand,2020-03-19,272,60
Thailand,2020-03-20,322,50
Thailand,2020-03-21,411,89
Thailand,2020-03-22,599,188
Thailand,2020-03-23,721,122
Thailand,2020-03-24,827,106
Thailand,2020-03-25,934,107
Thailand,2020-03-26,1045,111
Thailand,2020-03-27,1136,91
Timor-Leste,2020-03-01,0,0
Timor-Leste,2020-03-02,0,0
Timor-Leste,2020-03-03,0,0
Timor-Leste,2020-03-04,0,0
Timor-Leste,2020-03-05,0,0
Timor-Leste,2020-03-06,0,0
Timor-Leste,2020-03-07,0,0
Timor-Leste,2020-03-08,0,0
Timor-Leste,2020-03-09,0,0
Timor-Leste,2020-03-10,0,0
Timor-Leste,2020-03-11,0,0
Timor-Leste,2020-03-12,0,0
Timor-Leste,2020-03-13,0,0
Timor-Leste,2020-03-14,0,0
Timor-Leste,2020-03-15,0,0
Timor-Leste,2020-03-16,0,0
Timor-Leste,2020-03-17,0,0
Timor-Leste,2020-03-18,0,0
Timor-Leste,2020-03-19,0,0
Timor-Leste,2020-03-20,0,0
Timor-Leste,2020-03-21,0,0
Timor-Leste,2020-03-22,1,1
Timor-Leste,2020-03-23,1,0
Timor-Leste,2020-03-24,1,0
Timor-Leste,2020-03-25,1,0
Timor-Leste,2020-03-26,1,0
Timor-Leste,2020-03-27,1,0
Togo,2020-03-01,0,0
Togo,2020-03-02,0,0
Togo,2020-03-03,0,0
Togo,2020-03-04,0,0
Togo,2020-03-05,0,0
Togo,2020-03-06,1,1
Togo,2020-03-07,1,0
Togo,2020-03-08,1,0
Togo,2020-03-09,1,0
Togo,2020-03-10,1,0
Togo,2020-03-11,1,0
Togo,2020-03-12,1,0
Togo,2020-03-13,1,0
Togo,2020-03-14,1,0
Togo,2020-03-15,1,0
Togo,2020-03-16,1,0
Togo,2020-03-17,1,0
Togo,2020-03-18,1,0
Togo,2020-03-19,1,0
Togo,2020-03-20,9,8
Togo,2020-03-21,16,7
Togo,2020-03-22,16,0
Togo,2020-03-23,18,2
Togo,2020-03-24,20,2
Togo,2020-03-25,23,3
Togo,2020-03-26,23,0
Togo,2020-03-27,25,2
Trinidad and Tobago,2020-03-01,0,0
Trinidad and Tobago,2020-03-02,0,0
Trinidad and Tobago,2020-03-03,0,0
Trinidad and Tobago,2020-03-04,0,0
Trinidad and Tobago,2020-03-05,0,0
Trinidad and Tobago,2020-03-06,0,0
Trinidad and Tobago,2020-03-07,0,0
Trinidad and Tobago,2020-03-08,0,0
Trinidad and Tobago,2020-03-09,0,0
Trinidad and Tobago,2020-03-10,0,0
Trinidad and Tobago,2020-03-11,0,0
Trinidad and Tobago,2020-03-12,0,0
Trinidad and Tobago,2020-03-13,0,0
Trinidad and Tobago,2020-03-14,2,2
Trinidad and Tobago,2020-03-15,2,0
Trinidad and Tobago,2020-03-16,4,2
Trinidad and Tobago,2020-03-17,5,1
Trinidad and Tobago,2020-03-18,7,2
Trinidad and Tobago,2020-03-19,9,2
Trinidad and Tobago,2020-03-20,9,0
Trinidad and Tobago,2020-03-21,49,40
Trinidad and Tobago,2020-03-22,50,1
Trinidad and Tobago,2020-03-23,51,1
Trinidad and Tobago,2020-03-24,57,6
Trinidad and Tobago,2020-03-25,60,3
Trinidad and Tobago,2020-03-26,65,5
Trinidad and Tobago,2020-03-27,66,1
Tunisia,2020-03-01,0,0
Tunisia,2020-03-02,0,0
Tunisia,2020-03-03,0,0
Tunisia,2020-03-04,1,1
Tunisia,2020-03-05,1,0
Tunisia,2020-03-06,1,0
Tunisia,2020-03-07,1,0
Tunisia,2020-03-08,2,1
Tunisia,2020-03-09,2,0
Tunisia,2020-03-10,5,3
Tunisia,2020-03-11,7,2
Tunisia,2020-03-12,7,0
Tunisia,2020-03-13,16,9
Tunisia,2020-03-14,18,2
Tunisia,2020-03-15,18,0
Tunisia,2020-03-16,20,2
Tunisia,2020-03-17,24,4
Tunisia,2020-03-18,29,5
Tunisia,2020-03-19,39,10
Tunisia,2020-03-20,54,15
Tunisia,2020-03-21,60,6
Tunisia,2020-03-22,75,15
Tunisia,2020-03-23,89,14
Tunisia,2020-03-24,114,25
Tunisia,2020-03-25,173,59
Tunisia,2020-03-26,197,24
Tunisia,2020-03-27,227,30
Turkey,2020-03-01,0,0
Turkey,2020-03-02,0,0
Turkey,2020-03-03,0,0
Turkey,2020-03-04,0,0
Turkey,2020-03-05,0,0
Turkey,2020-03-06,0,0
Turkey,2020-03-07,0,0
Turkey,2020-03-08,0,0
Turkey,2020-03-09,0,0
Turkey,2020-03-10,0,0
Turkey,2020-03-11,1,1
Turkey,2020-03-12,1,0
Turkey,2020-03-13,5,4
Turkey,2020-03-14,5,0
Turkey,2020-03-15,6,1
Turkey,2020-03-16,18,12
Turkey,2020-03-17,47,29
Turkey,2020-03-18,98,51
Turkey,2020-03-19,192,94
Turkey,2020-03-20,359,167
Turkey,2020-03-21,670,311
Turkey,2020-03-22,1236,566
Turkey,2020-03-23,1529,293
Turkey,2020-03-24,1872,343
Turkey,2020-03-25,2433,561
Turkey,2020-03-26,3629,1196
Turkey,2020-03-27,5698,2069
US,2020-03-01,74,0
US,2020-03-02,98,24
US,2020-03-03,118,20
US,2020-03-04,149,31
US,2020-03-05,217,68
US,2020-03-06,262,45
US,2020-03-07,402,140
US,2020-03-08,518,116
US,2020-03-09,583,65
US,2020-03-10,959,376
US,2020-03-11,1281,322
US,2020-03-12,1663,382
US,2020-03-13,2179,516
US,2020-03-14,2727,548
US,2020-03-15,3499,772
US,2020-03-16,4632,1133
US,2020-03-17,6421,1789
US,2020-03-18,7783,1362
US,2020-03-19,13677,5894
US,2020-03-20,19100,5423
US,2020-03-21,25489,6389
US,2020-03-22,33276,7787
US,2020-03-23,43847,10571
US,2020-03-24,53740,9893
US,2020-03-25,65778,12038
US,2020-03-26,83836,18058
US,2020-03-27,101657,17821
Uganda,2020-03-01,0,0
Uganda,2020-03-02,0,0
Uganda,2020-03-03,0,0
Uganda,2020-03-04,0,0
Uganda,2020-03-05,0,0
Uganda,2020-03-06,0,0
Uganda,2020-03-07,0,0
Uganda,2020-03-08,0,0
Uganda,2020-03-09,0,0
Uganda,2020-03-10,0,0
Uganda,2020-03-11,0,0
Uganda,2020-03-12,0,0
Uganda,2020-03-13,0,0
Uganda,2020-03-14,0,0
Uganda,2020-03-15,0,0
Uganda,2020-03-16,0,0
Uganda,2020-03-17,0,0
Uganda,2020-03-18,0,0
Uganda,2020-03-19,0,0
Uganda,2020-03-20,0,0
Uganda,2020-03-21,1,1
Uganda,2020-03-22,1,0
Uganda,2020-03-23,9,8
Uganda,2020-03-24,9,0
Uganda,2020-03-25,14,5
Uganda,2020-03-26,14,0
Uganda,2020-03-27,23,9
Ukraine,2020-03-01,0,0
Ukraine,2020-03-02,0,0
Ukraine,2020-03-03,1,1
Ukraine,2020-03-04,1,0
Ukraine,2020-03-05,1,0
Ukraine,2020-03-06,1,0
Ukraine,2020-03-07,1,0
Ukraine,2020-03-08,1,0
Ukraine,2020-03-09,1,0
Ukraine,2020-03-10,1,0
Ukraine,2020-03-11,1,0
Ukraine,2020-03-12,1,0
Ukraine,2020-03-13,3,2
Ukraine,2020-03-14,3,0
Ukraine,2020-03-15,3,0
Ukraine,2020-03-16,7,4
Ukraine,2020-03-17,14,7
Ukraine,2020-03-18,14,0
Ukraine,2020-03-19,16,2
Ukraine,2020-03-20,29,13
Ukraine,2020-03-21,47,18
Ukraine,2020-03-22,73,26
Ukraine,2020-03-23,73,0
Ukraine,2020-03-24,97,24
Ukraine,2020-03-25,145,48
Ukraine,2020-03-26,196,51
Ukraine,2020-03-27,310,114
United Arab Emirates,2020-03-01,21,0
United Arab Emirates,2020-03-02,21,0
United Arab Emirates,2020-03-03,27,6
United Arab Emirates,2020-03-04,27,0
United Arab Emirates,2020-03-05,29,2
United Arab Emirates,2020-03-06,29,0
United Arab Emirates,2020-03-07,45,16
United Arab Emirates,2020-03-08,45,0
United Arab Emirates,2020-03-09,45,0
United Arab Emirates,2020-03-10,74,29
United Arab Emirates,2020-03-11,74,0
United Arab Emirates,2020-03-12,85,11
United Arab Emirates,2020-03-13,85,0
United Arab Emirates,2020-03-14,85,0
United Arab Emirates,2020-03-15,98,13
United Arab Emirates,2020-03-16,98,0
United Arab Emirates,2020-03-17,98,0
United Arab Emirates,2020-03-18,113,15
United Arab Emirates,2020-03-19,140,27
United Arab Emirates,2020-03-20,140,0
United Arab Emirates,2020-03-21,153,13
United Arab Emirates,2020-03-22,153,0
United Arab Emirates,2020-03-23,198,45
United Arab Emirates,2020-03-24,248,50
United Arab Emirates,2020-03-25,333,85
United Arab Emirates,2020-03-26,333,0
United Arab Emirates,2020-03-27,405,72
United Kingdom,2020-03-01,36,0
United Kingdom,2020-03-02,40,4
United Kingdom,2020-03-03,51,11
United Kingdom,2020-03-04,86,35
United Kingdom,2020-03-05,116,30
United Kingdom,2020-03-06,164,48
United Kingdom,2020-03-07,207,43
United Kingdom,2020-03-08,274,67
United Kingdom,2020-03-09,322,48
United Kingdom,2020-03-10,384,62
United Kingdom,2020-03-11,459,75
United Kingdom,2020-03-12,459,0
United Kingdom,2020-03-13,802,343
United Kingdom,2020-03-14,1144,342
United Kingdom,2020-03-15,1145,1
United Kingdom,2020-03-16,1551,406
United Kingdom,2020-03-17,1960,409
United Kingdom,2020-03-18,2642,682
United Kingdom,2020-03-19,2716,74
United Kingdom,2020-03-20,4014,1298
United Kingdom,2020-03-21,5067,1053
United Kingdom,2020-03-22,5745,678
United Kingdom,2020-03-23,6726,981
United Kingdom,2020-03-24,8164,1438
United Kingdom,2020-03-25,9640,1476
United Kingdom,2020-03-26,11812,2172
United Kingdom,2020-03-27,14745,2933
Uruguay,2020-03-01,0,0
Uruguay,2020-03-02,0,0
Uruguay,2020-03-03,0,0
Uruguay,2020-03-04,0,0
Uruguay,2020-03-05,0,0
Uruguay,2020-03-06,0,0
Uruguay,2020-03-07,0,0
Uruguay,2020-03-08,0,0
Uruguay,2020-03-09,0,0
Uruguay,2020-03-10,0,0
Uruguay,2020-03-11,0,0
Uruguay,2020-03-12,0,0
Uruguay,2020-03-13,0,0
Uruguay,2020-03-14,4,4
Uruguay,2020-03-15,4,0
Uruguay,2020-03-16,8,4
Uruguay,2020-03-17,29,21
Uruguay,2020-03-18,50,21
Uruguay,2020-03-19,79,29
Uruguay,2020-03-20,94,15
Uruguay,2020-03-21,110,16
Uruguay,2020-03-22,158,48
Uruguay,2020-03-23,162,4
Uruguay,2020-03-24,162,0
Uruguay,2020-03-25,189,27
Uruguay,2020-03-26,217,28
Uruguay,2020-03-27,238,21
Uzbekistan,2020-03-01,0,0
Uzbekistan,2020-03-02,0,0
Uzbekistan,2020-03-03,0,0
Uzbekistan,2020-03-04,0,0
Uzbekistan,2020-03-05,0,0
Uzbekistan,2020-03-06,0,0
Uzbekistan,2020-03-07,0,0
Uzbekistan,2020-03-08,0,0
Uzbekistan,2020-03-09,0,0
Uzbekistan,2020-03-10,0,0
Uzbekistan,2020-03-11,0,0
Uzbekistan,2020-03-12,0,0
Uzbekistan,2020-03-13,0,0
Uzbekistan,2020-03-14,0,0
Uzbekistan,2020-03-15,1,1
Uzbekistan,2020-03-16,6,5
Uzbekistan,2020-03-17,10,4
Uzbekistan,2020-03-18,15,5
Uzbekistan,2020-03-19,23,8
Uzbekistan,2020-03-20,33,10
Uzbekistan,2020-03-21,43,10
Uzbekistan,2020-03-22,43,0
Uzbekistan,2020-03-23,46,3
Uzbekistan,2020-03-24,50,4
Uzbekistan,2020-03-25,60,10
Uzbekistan,2020-03-26,75,15
Uzbekistan,2020-03-27,88,13
Venezuela,2020-03-01,0,0
Venezuela,2020-03-02,0,0
Venezuela,2020-03-03,0,0
Venezuela,2020-03-04,0,0
Venezuela,2020-03-05,0,0
Venezuela,2020-03-06,0,0
Venezuela,2020-03-07,0,0
Venezuela,2020-03-08,0,0
Venezuela,2020-03-09,0,0
Venezuela,2020-03-10,0,0
Venezuela,2020-03-11,0,0
Venezuela,2020-03-12,0,0
Venezuela,2020-03-13,0,0
Venezuela,2020-03-14,2,2
Venezuela,2020-03-15,10,8
Venezuela,2020-03-16,17,7
Venezuela,2020-03-17,33,16
Venezuela,2020-03-18,36,3
Venezuela,2020-03-19,42,6
Venezuela,2020-03-20,42,0
Venezuela,2020-03-21,70,28
Venezuela,2020-03-22,70,0
Venezuela,2020-03-23,77,7
Venezuela,2020-03-24,84,7
Venezuela,2020-03-25,91,7
Venezuela,2020-03-26,107,16
Venezuela,2020-03-27,107,0
Vietnam,2020-03-01,16,0
Vietnam,2020-03-02,16,0
Vietnam,2020-03-03,16,0
Vietnam,2020-03-04,16,0
Vietnam,2020-03-05,16,0
Vietnam,2020-03-06,16,0
Vietnam,2020-03-07,18,2
Vietnam,2020-03-08,30,12
Vietnam,2020-03-09,30,0
Vietnam,2020-03-10,31,1
Vietnam,2020-03-11,38,7
Vietnam,2020-03-12,39,1
Vietnam,2020-03-13,47,8
Vietnam,2020-03-14,53,6
Vietnam,2020-03-15,56,3
Vietnam,2020-03-16,61,5
Vietnam,2020-03-17,66,5
Vietnam,2020-03-18,75,9
Vietnam,2020-03-19,85,10
Vietnam,2020-03-20,91,6
Vietnam,2020-03-21,94,3
Vietnam,2020-03-22,113,19
Vietnam,2020-03-23,123,10
Vietnam,2020-03-24,134,11
Vietnam,2020-03-25,141,7
Vietnam,2020-03-26,153,12
Vietnam,2020-03-27,163,10
West Bank and Gaza,2020-03-01,0,0
West Bank and Gaza,2020-03-02,0,0
West Bank and Gaza,2020-03-03,0,0
West Bank and Gaza,2020-03-04,0,0
West Bank and Gaza,2020-03-05,4,4
West Bank and Gaza,2020-03-06,7,3
West Bank and Gaza,2020-03-07,16,9
West Bank and Gaza,2020-03-08,16,0
West Bank and Gaza,2020-03-09,19,3
West Bank and Gaza,2020-03-10,26,7
West Bank and Gaza,2020-03-11,30,4
West Bank and Gaza,2020-03-12,30,0
West Bank and Gaza,2020-03-13,31,1
West Bank and Gaza,2020-03-14,35,4
West Bank and Gaza,2020-03-15,38,3
West Bank and Gaza,2020-03-16,38,0
West Bank and Gaza,2020-03-17,39,1
West Bank and Gaza,2020-03-18,41,2
West Bank and Gaza,2020-03-19,44,3
West Bank and Gaza,2020-03-20,47,3
West Bank and Gaza,2020-03-21,48,1
West Bank and Gaza,2020-03-22,52,4
West Bank and Gaza,2020-03-23,59,7
West Bank and Gaza,2020-03-24,59,0
West Bank and Gaza,2020-03-25,59,0
West Bank and Gaza,2020-03-26,84,25
West Bank and Gaza,2020-03-27,91,7
Zambia,2020-03-01,0,0
Zambia,2020-03-02,0,0
Zambia,2020-03-03,0,0
Zambia,2020-03-04,0,0
Zambia,2020-03-05,0,0
Zambia,2020-03-06,0,0
Zambia,2020-03-07,0,0
Zambia,2020-03-08,0,0
Zambia,2020-03-09,0,0
Zambia,2020-03-10,0,0
Zambia,2020-03-11,0,0
Zambia,2020-03-12,0,0
Zambia,2020-03-13,0,0
Zambia,2020-03-14,0,0
Zambia,2020-03-15,0,0
Zambia,2020-03-16,0,0
Zambia,2020-03-17,0,0
Zambia,2020-03-18,2,2
Zambia,2020-03-19,2,0
Zambia,2020-03-20,2,0
Zambia,2020-03-21,2,0
Zambia,2020-03-22,3,1
Zambia,2020-03-23,3,0
Zambia,2020-03-24,3,0
Zambia,2020-03-25,12,9
Zambia,2020-03-26,16,4
Zambia,2020-03-27,22,6
Zimbabwe,2020-03-01,0,0
Zimbabwe,2020-03-02,0,0
Zimbabwe,2020-03-03,0,0
Zimbabwe,2020-03-04,0,0
Zimbabwe,2020-03-05,0,0
Zimbabwe,2020-03-06,0,0
Zimbabwe,2020-03-07,0,0
Zimbabwe,2020-03-08,0,0
Zimbabwe,2020-03-09,0,0
Zimbabwe,2020-03-10,0,0
Zimbabwe,2020-03-11,0,0
Zimbabwe,2020-03-12,0,0
Zimbabwe,2020-03-13,0,0
Zimbabwe,2020-03-14,0,0
Zimbabwe,2020-03-15,0,0
Zimbabwe,2020-03-16,0,0
Zimbabwe,2020-03-17,0,0
Zimbabwe,2020-03-18,0,0
Zimbabwe,2020-03-19,0,0
Zimbabwe,2020-03-20,1,1
Zimbabwe,2020-03-21,3,2
Zimbabwe,2020-03-22,3,0
Zimbabwe,2020-03-23,3,0
Zimbabwe,2020-03-24,3,0
Zimbabwe,2020-03-25,3,0
Zimbabwe,2020-03-26,3,0
Zimbabwe,2020-03-27,5,2
